StoreID,Total_Visits,Avg_Call_Duration,Salesperson_Count,StoreLatitude,StoreLongitude,GeoCluster,Milk,Bread,Cheese,Yogurt,Butter,Cream,IceCream,Ghee,Paneer,Milk_Qty,Bread_Qty,Cheese_Qty,Yogurt_Qty,Butter_Qty,Cream_Qty,IceCream_Qty,Ghee_Qty,Paneer_Qty,Pred_Milk,Pred_Bread,Pred_Cheese,Pred_Yogurt,Pred_Butter,Pred_Cream,Pred_IceCream,Pred_Ghee,Pred_Paneer
S#CST3002Y01,3,2.6666666666666665,1,4.6333585,101.1243207,0.0,1,0,0,0,0,0,0,1,1,34,0,0,0,0,0,0,41,38,25.93337953537613,12.512766258226991,8.17739670658171,12.820408189466837,15.034199146332469,6.590310949924676,9.627729181990391,6.617272932805143,22.29114693551831
S#CST3002Y99,4,2.0,1,4.31154978,101.1523924,4.0,1,1,1,0,0,0,0,1,0,20,31,41,0,0,0,0,27,0,21.839049912651877,17.643005859803935,11.571527349507775,13.501425637405275,11.978308041671468,9.268321795018894,8.598815697470114,9.410084999296252,10.055004074854772
S#CST3002YC1,2,2.5,1,4.4539317,100.6283505,0.0,1,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,34,30.728105190275322,15.14711357131132,8.248076055597192,9.545215975011702,8.813973212879349,6.955393678750433,16.89694177993937,11.542786310567653,13.198869306080162
S#CST3002YG1,1,2.0,1,4.207693317,100.6313242,4.0,1,1,0,1,1,0,0,0,0,22,38,0,45,20,0,0,0,0,21.076807731849225,17.603418183068932,11.60474188369898,13.966870875863453,11.64076431249935,8.313337193500352,9.956074924703234,7.91397788417051,10.266835216351042
S#CST3002YN1,4,2.0,1,4.388548918,101.1548959,0.0,1,1,0,1,0,0,0,0,0,31,40,0,32,0,0,0,0,0,21.542396369942804,16.24059708431218,9.823489163704513,13.24179825885011,12.261996638930828,6.105767955144625,8.298971038748633,6.647259846784263,11.196710878094533
S#CST3002ZF1,2,2.0,1,4.082748508,101.1480964,4.0,1,1,0,1,1,1,0,0,0,9,35,0,13,29,23,0,0,0,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CST3002ZS4,2,2.0,1,4.505205355,101.0234799,0.0,1,1,1,1,0,0,1,1,0,17,33,42,9,0,0,11,36,0,22.345045539674096,17.226556922297696,11.138499815909856,13.075344721198594,13.858785505883299,7.174021096350923,10.17809504304775,8.106292797123897,11.169878185552518
S#CST3003CP1,4,2.25,1,4.6460717,101.0955239,0.0,1,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,44,0,22.466386209842735,16.39905362140141,10.451967811901545,13.194309677352706,21.49998894143278,5.9555756559309945,9.41408871462956,5.748332750012175,8.489437114497802
S#CST3003HY1,4,2.25,1,3.988237688,101.004401,4.0,1,1,0,1,1,1,0,0,1,24,11,0,23,29,35,0,0,18,21.907101601103466,17.420221286315968,11.918024116509635,13.582746659627208,12.245435925903964,8.032323714603642,7.838065062573028,5.504085164127418,14.256810201747927
S#CST3003JH1,4,1.5,1,3.988212207,101.0043869,4.0,1,1,1,1,1,0,0,1,1,9,13,23,19,21,0,0,24,29,28.147934488664045,17.194621055199523,15.211966631049094,16.815932519549104,14.443455034345545,9.145810004733432,4.587442995420968,6.2936977672441845,6.744121297076366
S#CST3003KS1,4,1.5,1,4.0265569,101.0179054,4.0,1,1,0,0,0,1,0,0,0,17,22,0,0,0,21,0,0,0,28.147934488664045,17.194621055199523,15.211966631049094,16.815932519549104,14.443455034345545,9.145810004733432,4.587442995420968,6.2936977672441845,6.744121297076366
S#CST3003OM1,4,2.0,1,3.988208896,101.0043849,4.0,0,1,0,1,1,1,1,0,0,0,16,0,49,10,31,45,0,0,21.839049912651877,17.643005859803935,11.571527349507775,13.501425637405275,11.978308041671468,9.268321795018894,8.598815697470114,9.410084999296252,10.055004074854772
S#CST3003SH1,3,2.0,1,4.245575736,101.0304195,4.0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST3003TH1,2,2.0,1,3.988251602,101.0043465,4.0,1,1,0,0,1,0,0,0,0,45,39,0,0,44,0,0,0,0,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CST3003YO1,6,2.0,1,4.582044,101.0370448,0.0,1,0,0,1,1,1,0,0,1,49,0,0,32,28,32,0,0,27,20.062997214215375,13.01598176297779,8.617606493331685,15.224216741381571,11.84581843866183,7.323613572514051,8.1929990302553,7.155729251658062,10.198657171277118
S#CST3003ZH1,3,2.0,1,3.988195527,101.0043907,4.0,1,0,0,0,0,1,1,0,1,30,0,0,0,0,18,7,0,28,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST300A100,3,2.0,1,3.988210824,101.0044477,4.0,1,1,0,1,1,1,1,0,0,19,36,0,17,34,49,48,0,0,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST300C037,2,2.0,1,4.6172019,101.1086759,0.0,1,1,0,0,1,1,0,0,1,13,12,0,0,13,47,0,0,31,22.345045539674096,17.226556922297696,11.138499815909856,13.075344721198594,13.858785505883299,7.174021096350923,10.17809504304775,8.106292797123897,11.169878185552518
S#CST300C148,6,2.0,1,4.470527912,101.3758446,0.0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,20.062997214215375,13.01598176297779,8.617606493331685,15.224216741381571,11.84581843866183,7.323613572514051,8.1929990302553,7.155729251658062,10.198657171277118
S#CST300D60,2,2.0,1,4.1111311,101.2875113,4.0,1,0,1,1,1,0,0,0,1,49,0,26,48,46,0,0,0,5,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CST300F129,4,2.0,1,3.680301695,101.5206853,4.0,1,1,0,1,1,0,0,1,0,25,39,0,16,45,0,0,34,0,21.839049912651877,17.643005859803935,11.571527349507775,13.501425637405275,11.978308041671468,9.268321795018894,8.598815697470114,9.410084999296252,10.055004074854772
S#CST300HH1,3,2.0,1,3.907927028,100.7171703,4.0,1,1,1,1,1,0,0,0,0,40,15,31,49,30,0,0,0,0,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST300K049,6,1.8333333333333333,1,4.6150397,101.12560890000002,0.0,0,1,1,1,1,0,0,0,0,0,32,9,16,45,0,0,0,0,12.7757707130331,16.361427187578514,11.951004284995197,8.081654476801148,15.768300479212051,7.096909085260276,8.717365119572547,15.703267941595724,15.06505651368326
S#CST300K256,5,4.4,1,4.5820353,101.0370152,0.0,1,1,0,1,0,1,0,0,1,6,20,0,42,0,16,0,0,47,22.637916666666673,22.55325,5.758678571428573,31.88234523809524,1.0566666666666666,7.846619047619046,0.9733333333333333,3.722440476190476,30.11533333333334
S#CST300K496,3,2.0,1,4.31533773,101.15067470000001,4.0,1,1,1,1,0,0,0,0,1,22,45,10,45,0,0,0,0,36,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST300M023,3,1.6666666666666667,1,4.264858137,101.23750839999998,4.0,1,1,1,1,0,0,0,0,1,31,41,48,36,0,0,0,0,41,25.070128887779447,19.872952947183826,10.190648809285122,14.400379822640152,12.137209671840617,6.538906586193997,9.661460015212313,7.944995625631631,9.780655062597596
S#CST300P096,5,1.8,1,4.61496425,101.1252193,0.0,1,1,0,1,1,1,0,0,1,5,35,0,29,21,35,0,0,13,23.69858384638902,17.346123564266755,11.095437762128453,13.259969323789596,14.664195491522063,7.822036612698782,11.642472337553443,6.629093685639689,9.435697153093885
S#CST300P202,3,2.6666666666666665,1,4.5820296,101.0371405,0.0,1,1,1,0,1,0,1,0,0,24,31,34,0,32,0,24,0,0,25.93337953537613,12.512766258226991,8.17739670658171,12.820408189466837,15.034199146332469,6.590310949924676,9.627729181990391,6.617272932805143,22.29114693551831
S#CST300P685,1,2.0,1,4.693437167,101.1250623,0.0,1,1,0,1,0,0,0,1,0,27,36,0,35,0,0,0,8,0,22.89683750657004,18.681767966307415,9.90723168454334,14.03745993105785,12.549064780833966,8.195406974826412,8.753001417421208,7.517837208718378,10.953027544948505
S#CST300S136,2,1.5,1,3.988253362,101.0043527,4.0,1,0,0,1,0,0,0,1,0,42,0,0,16,0,0,0,41,0,22.519486554028482,19.918833661006747,10.565305277090301,14.073130180065263,10.67533113537008,7.572066543993325,9.748822793661116,7.927961077929902,13.92000294999331
S#CST300S617,2,2.0,1,4.565651785,101.0463394,0.0,1,1,1,1,0,0,0,0,0,43,12,5,22,0,0,0,0,0,22.345045539674096,17.226556922297696,11.138499815909856,13.075344721198594,13.858785505883299,7.174021096350923,10.17809504304775,8.106292797123897,11.169878185552518
S#CST300T025,3,2.0,1,4.582247785,101.064615,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,43,0,0,18,24.550750572367097,17.04359591257142,11.36967424844749,13.225251155118496,11.164273775154642,7.703948749835002,11.269113885582215,8.998401966121454,10.668677999919662
S#CST300T038,4,2.0,1,4.542260156,101.0440814,0.0,1,1,1,1,0,0,1,1,0,33,41,28,7,0,0,38,7,0,21.542396369942804,16.24059708431218,9.823489163704513,13.24179825885011,12.261996638930828,6.105767955144625,8.298971038748633,6.647259846784263,11.196710878094533
S#CST300T047,1,2.0,1,4.5939324,101.0773549,0.0,0,0,1,1,1,0,1,0,0,0,0,28,17,49,0,25,0,0,22.89683750657004,18.681767966307415,9.90723168454334,14.03745993105785,12.549064780833966,8.195406974826412,8.753001417421208,7.517837208718378,10.953027544948505
S#CST300W012,3,2.0,1,3.9882827410000004,101.0042806,4.0,1,1,1,1,0,0,0,1,0,9,17,36,10,0,0,0,7,0,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST300Y024,2,2.0,1,4.114068,101.2912356,4.0,1,1,0,1,1,0,1,0,1,38,16,0,16,8,0,47,0,34,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CST32SO57,6,4.666666666666667,1,4.1650351,100.71408130000002,4.0,1,1,1,0,1,0,1,1,0,12,42,12,0,16,0,15,28,0,29.67732936507938,13.071535714285718,15.071357142857144,17.73675396825396,14.051938492063488,0.48,3.6976488095238103,12.587573412698411,0.04333333333333333
S#CST32SP031,3,2.0,1,3.724415107,101.4724762,4.0,1,1,0,1,1,0,0,0,1,39,22,0,25,33,0,0,0,12,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST3701S28,4,1.75,1,4.003633,101.017107,4.0,1,0,0,1,0,0,1,1,0,23,0,0,8,0,0,24,31,0,23.029483400892467,16.834867954038497,8.966779245570583,15.064885363686372,11.231002594619163,6.467604405826248,9.220439997431255,6.6305946015115795,7.113845929091082
S#CST3812STL,2,2.0,1,4.491108167,101.0249338,0.0,1,1,0,0,1,0,1,0,1,46,9,0,0,37,0,41,0,47,22.345045539674096,17.226556922297696,11.138499815909856,13.075344721198594,13.858785505883299,7.174021096350923,10.17809504304775,8.106292797123897,11.169878185552518
S#CST80030892,1,1.0,1,4.620214873,101.1212204,0.0,1,0,1,1,0,0,0,0,1,15,0,21,16,0,0,0,0,7,22.671737753794172,17.45120733864577,11.155497820363856,13.797289851631984,11.394476748009943,7.9094872177345685,9.692804872388002,9.173774643572317,10.201120511202367
S#CST80035623,7,2.857142857142857,1,4.557957826,101.08795010000001,0.0,1,1,0,0,1,0,1,0,0,34,9,0,0,31,0,36,0,0,37.275833333333324,25.690000000000005,2.912583333333333,2.0715,15.729214285714281,13.445000000000002,15.955,2.371666666666667,24.709166666666665
S#CST80036360,3,1.6666666666666667,1,4.590013158,101.0841965,0.0,1,1,0,0,1,1,1,0,1,5,43,0,0,24,41,44,0,40,23.520646292756254,16.43387293843419,10.186787745980704,10.667873856176895,11.847788818287453,8.036251143829146,8.761062362275421,7.403576962230638,10.10958462023215
S#CST80037623,4,1.5,1,4.490702148,101.0262958,0.0,1,1,0,1,1,0,1,0,0,47,19,0,34,18,0,8,0,0,25.80149613387648,19.89274589552966,8.159359318970926,17.916097323013556,13.731541257121915,8.698165765800187,8.737302494504277,10.193024408938603,7.2639050509982175
S#CST80052760,2,2.0,1,4.741913695,101.1183965,0.0,1,0,0,1,1,1,0,0,0,21,0,0,48,43,17,0,0,0,22.345045539674096,17.226556922297696,11.138499815909856,13.075344721198594,13.858785505883299,7.174021096350923,10.17809504304775,8.106292797123897,11.169878185552518
S#CST80058012,5,1.6,1,4.345499212,101.1091216,0.0,1,1,1,0,0,1,0,0,0,14,26,35,0,0,31,0,0,0,23.60442549682164,15.887239811751542,7.157052386836305,16.706241341938693,12.563802026341403,11.073763664826911,10.009066748002645,7.663410542246675,11.640467886694864
S#CST80069089,5,4.2,1,4.6762779,101.0823502,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,46,0,35,0,12,9.77324007936508,10.512496031746032,1.3535000000000001,9.025757936507938,32.72729563492064,2.394111111111111,23.58103571428572,0.479,14.09465476190476
S#CST80069093,4,2.0,1,4.542262168,101.044081,0.0,1,1,0,0,1,0,0,0,0,40,25,0,0,20,0,0,0,0,21.542396369942804,16.24059708431218,9.823489163704513,13.24179825885011,12.261996638930828,6.105767955144625,8.298971038748633,6.647259846784263,11.196710878094533
S#CST80091194,4,2.0,1,4.6393698,101.091997,0.0,1,0,1,1,0,0,0,1,0,34,0,34,33,0,0,0,10,0,21.542396369942804,16.24059708431218,9.823489163704513,13.24179825885011,12.261996638930828,6.105767955144625,8.298971038748633,6.647259846784263,11.196710878094533
S#CST80116735,5,8.0,1,4.6107765,101.1095191,0.0,1,1,0,1,1,0,1,0,0,12,36,0,49,32,0,35,0,0,14.851833333333332,30.67358333333333,6.667535714285715,37.075,30.1635,3.035416666666667,27.972083333333334,1.835,5.207083333333332
S#CST80117508,2,2.0,1,4.538550116,101.1237873,0.0,1,1,1,0,0,0,0,0,0,37,15,45,0,0,0,0,0,0,22.345045539674096,17.226556922297696,11.138499815909856,13.075344721198594,13.858785505883299,7.174021096350923,10.17809504304775,8.106292797123897,11.169878185552518
S#CST80119031,3,1.6666666666666667,1,4.556246158,101.0752167,0.0,0,1,0,0,1,0,0,0,1,0,20,0,0,26,0,0,0,32,23.520646292756254,16.43387293843419,10.186787745980704,10.667873856176895,11.847788818287453,8.036251143829146,8.761062362275421,7.403576962230638,10.10958462023215
S#CST80119420,3,2.0,1,3.988275407,101.0044749,4.0,1,1,0,0,0,1,0,1,0,38,30,0,0,0,12,0,41,0,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CST80121612,4,1.5,1,4.564519523,101.1067974,0.0,1,1,0,1,0,0,0,0,0,26,36,0,46,0,0,0,0,0,25.80149613387648,19.89274589552966,8.159359318970926,17.916097323013556,13.731541257121915,8.698165765800187,8.737302494504277,10.193024408938603,7.2639050509982175
S#CST80121774,4,2.0,1,4.8359748,100.9658594,0.0,1,1,0,0,0,1,0,0,0,47,35,0,0,0,28,0,0,0,21.542396369942804,16.24059708431218,9.823489163704513,13.24179825885011,12.261996638930828,6.105767955144625,8.298971038748633,6.647259846784263,11.196710878094533
S#CST80122568,5,3.6,1,4.558025468,101.0879393,0.0,1,1,1,1,0,0,1,0,0,20,20,45,18,0,0,46,0,0,6.537500000000002,21.580726190476184,22.941714285714284,22.946059523809527,8.130142857142861,12.469261904761904,13.600500000000006,6.275571428571428,0.266
S#CSTB00083,4,1.25,1,4.354961501,100.8807595,0.0,0,1,0,1,1,0,0,0,0,0,36,0,45,28,0,0,0,0,22.029196994631747,17.279693123279323,12.032261919832358,14.279262931921501,10.990280938298389,7.595091439738663,11.891027287587015,8.147243536741975,9.826588551293206
S#CSTDOUBLE,8,3.25,1,4.6160104,101.0521529,0.0,1,1,1,0,0,0,1,0,0,30,32,40,0,0,0,24,0,0,26.398000000000003,26.911916666666666,27.951083333333337,4.160439393939394,5.376333333333334,3.7337619047619044,16.824666666666666,0.8211666666666667,2.545
S#CSTGR0778,3,2.0,1,4.542220426,101.0440787,0.0,1,1,0,0,1,1,1,0,1,44,7,0,0,32,30,22,0,25,24.550750572367097,17.04359591257142,11.36967424844749,13.225251155118496,11.164273775154642,7.703948749835002,11.269113885582215,8.998401966121454,10.668677999919662
S#CSTGR0783,3,1.6666666666666667,1,4.456566889,100.9964939,0.0,1,1,0,0,1,0,1,0,1,29,24,0,0,14,0,23,0,47,23.520646292756254,16.43387293843419,10.186787745980704,10.667873856176895,11.847788818287453,8.036251143829146,8.761062362275421,7.403576962230638,10.10958462023215
S#CSTGR0877,4,2.0,1,3.930259295,100.7775025,4.0,1,0,1,1,0,1,0,1,0,41,0,43,22,0,47,0,12,0,21.839049912651877,17.643005859803935,11.571527349507775,13.501425637405275,11.978308041671468,9.268321795018894,8.598815697470114,9.410084999296252,10.055004074854772
S#CSTGR0880,3,1.6666666666666667,1,4.283259582,101.1465439,4.0,1,0,1,1,0,0,1,0,1,17,0,10,49,0,0,12,0,48,25.070128887779447,19.872952947183826,10.190648809285122,14.400379822640152,12.137209671840617,6.538906586193997,9.661460015212313,7.944995625631631,9.780655062597596
S#CSTGR0887SM,3,2.0,1,4.201751718,100.6617167,4.0,1,1,1,1,1,1,1,0,0,45,13,39,30,42,12,11,0,0,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CSTGR0896,6,1.8333333333333333,1,4.548625127,101.04057540000001,0.0,1,0,1,0,1,0,1,1,1,7,0,23,0,49,0,29,46,14,12.7757707130331,16.361427187578514,11.951004284995197,8.081654476801148,15.768300479212051,7.096909085260276,8.717365119572547,15.703267941595724,15.06505651368326
S#CSTGR0900PP,5,2.0,1,4.6646311,101.1605907,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,23.60791488651091,18.244343818908703,10.912799847702338,9.733406551300048,8.516150362062037,7.270495760624206,11.630779023707111,8.042216071204583,8.606991380058236
S#CSTGR0966TM,2,2.0,1,3.682045451,101.519786,4.0,1,1,1,0,0,1,0,0,1,8,25,8,0,0,26,0,0,16,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CSTK00268,3,2.0,1,5.4280191,101.12865140000001,0.0,1,1,0,0,1,0,0,0,1,42,11,0,0,34,0,0,0,26,24.550750572367097,17.04359591257142,11.36967424844749,13.225251155118496,11.164273775154642,7.703948749835002,11.269113885582215,8.998401966121454,10.668677999919662
S#CSTMKS001,3,6.333333333333333,1,3.988203616,101.0043657,4.0,1,0,0,1,0,0,0,0,0,45,0,0,49,0,0,0,0,0,29.474235264735263,22.187237873237862,0.1425,17.614508186258185,6.108133727383727,4.223848928848929,15.281543761793763,0.0925,1.4719046786546781
S#CSTPPM001,2,2.0,1,3.993681441,100.9999264,4.0,0,1,1,1,1,1,0,0,0,0,31,36,21,47,39,0,0,0,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CSTRG0772,3,2.0,1,4.366415413,100.8240826,0.0,1,0,0,1,0,1,0,0,0,18,0,0,13,0,31,0,0,0,24.550750572367097,17.04359591257142,11.36967424844749,13.225251155118496,11.164273775154642,7.703948749835002,11.269113885582215,8.998401966121454,10.668677999919662
S#CSTSD1166,6,1.5,1,4.556494933,101.0948523,0.0,1,0,1,1,0,0,0,0,0,5,0,44,16,0,0,0,0,0,15.420764964202458,8.964855352980358,17.641250901875893,21.343874500499492,0.0,13.762757159507155,15.495074120324116,3.0032144522144506,16.72206025918527
S#CSTSD1269,3,2.0,1,4.267763331,101.14676709999999,4.0,1,1,0,1,1,1,1,0,0,40,42,0,44,40,16,22,0,0,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CSTSME001,3,2.0,1,3.993097139,101.0556585,4.0,1,1,0,1,0,0,0,0,1,28,35,0,45,0,0,0,0,16,22.422864036498964,15.824768235661931,10.379270346318865,13.68531144479348,12.460553162278051,8.235042121336008,9.197537701983418,8.316837129457504,11.376511944755277
S#CSTT00066,11,2.0,1,5.4317249,101.1275602,0.0,1,1,0,1,0,0,1,0,0,13,13,0,11,0,0,14,0,0,22.968083333333333,5.8392083333333344,1.7095833333333337,9.791125,14.834732142857142,5.39125,4.984916666666667,18.72109523809524,6.828869047619049
S#CSTT00174KK,12,2.4166666666666665,1,4.7696252,100.9403368,0.0,1,1,0,1,0,0,0,0,0,23,26,0,6,0,0,0,0,0,24.07195833333334,25.42,4.323472222222223,8.034916666666666,7.74,3.4524583333333334,1.658944444444444,1.2423333333333333,4.729333333333334
S#CSTT00180SW,11,2.090909090909091,1,4.2158911,100.6921512,4.0,1,1,0,0,1,0,1,0,1,12,43,0,0,41,0,13,0,12,15.097666666666667,34.58741666666667,3.544583333333333,0.24416666666666664,24.859,5.420829365079364,13.6755173992674,7.261000000000001,12.175249999999998
S#CSTT00181TI,12,2.0833333333333335,1,4.024655423,101.0213844,4.0,1,1,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,11.618,21.7885,5.132999999999999,4.490833333333333,7.337,1.06,5.13125,2.779666666666667,3.359166666666667
S#CSTT0606JLK,9,2.0,1,4.584082793,101.0908663,0.0,1,1,1,0,0,0,0,0,0,34,33,30,0,0,0,0,0,0,28.424699314574312,9.828697330447332,29.534616883116893,9.020316738816739,9.991951298701297,8.90129220779221,11.425054709179706,10.44632269119769,0.8242738095238096
S#CSTT1010JDJ,13,2.0,1,4.599276837,101.0842377,0.0,0,1,0,1,0,1,1,1,1,0,43,0,32,0,30,26,25,25,14.175333333333333,32.869749999999996,2.73625,23.24125,7.92,18.39875,18.58816666666667,20.94258333333333,15.678333333333333
S#CSTVEO001,3,1.6666666666666667,1,3.988250513,101.0043568,4.0,0,1,0,1,0,0,1,0,1,0,12,0,44,0,0,31,0,6,25.070128887779447,19.872952947183826,10.190648809285122,14.400379822640152,12.137209671840617,6.538906586193997,9.661460015212313,7.944995625631631,9.780655062597596
S#CT0000000001,2,2.0,1,2.740941763,102.1859894,4.0,1,1,1,0,0,0,0,0,1,5,38,28,0,0,0,0,0,44,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CT0000000002,2,2.0,1,3.8232195,103.307122,4.0,1,1,1,1,1,0,1,0,0,31,6,8,27,41,0,36,0,0,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CT0000000011,3,12.0,1,3.7887433330000007,103.3288117,4.0,1,1,0,0,0,0,0,0,1,45,28,0,0,0,0,0,0,34,38.086666666666666,28.640416666666667,3.032166666666667,5.204583333333334,2.57325,4.525333333333333,4.252,7.447833333333333,29.79175
S#CT0000000013,2,1.0,1,3.7995075,103.2643429,4.0,1,1,1,1,1,0,0,1,0,42,30,44,45,44,0,0,39,0,20.152709712942894,18.31388706269105,8.296968607028322,11.973273731096477,10.352236111998845,12.101967061614905,10.617441903008972,8.147074453836712,14.064636069137636
S#CT0000000016,3,2.0,1,5.987130739,116.078876,1.0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21.56228971274824,16.80304307085481,9.514663932515386,10.61391579228381,10.106927588396323,7.916905695642933,8.46535842163464,7.9237906110604595,13.666385828655532
S#CT0000000019,4,2.25,1,3.448946667,102.4137717,4.0,1,1,0,1,0,0,0,0,1,35,43,0,39,0,0,0,0,28,21.907101601103466,17.420221286315968,11.918024116509635,13.582746659627208,12.245435925903964,8.032323714603642,7.838065062573028,5.504085164127418,14.256810201747927
S#CT0000000020,2,2.0,1,3.413146667,102.0354617,4.0,1,1,1,1,0,1,1,0,1,40,49,15,37,0,41,25,0,39,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CT0000000021,4,3.0,1,3.172584212,113.0391652,3.0,1,0,1,1,0,0,1,0,1,13,0,25,26,0,0,29,0,41,24.867042124542124,16.378452380952382,13.055808399933401,13.846479797979804,1.3583948412698412,1.0448739177489177,15.282891414141416,18.450539141414144,19.897624417249418
S#CT0000000025,5,3.2,1,5.82996284,116.0435699,1.0,1,1,0,1,0,1,1,1,1,7,7,0,49,0,25,47,11,5,10.965099206349205,16.838130952380947,5.970829365079364,20.304753968253973,6.861865079365081,14.91838888888889,15.544634143634147,13.020464285714283,4.679440476190478
S#CT0000000029,9,7.555555555555555,1,5.88843187,118.060281,1.0,1,0,0,1,1,0,0,0,0,47,0,0,8,18,0,0,0,0,39.26,6.1425,3.79,11.339,20.41,5.085,2.335,0.575,4.9325
S#CT0000000035,2,3.5,1,5.8402288,118.120458,1.0,1,1,0,0,1,0,1,0,1,27,40,0,0,32,0,49,0,49,25.46375987191186,15.26043534760391,14.935763179800112,12.063895802423241,16.869229025607755,6.556512602399013,6.925835864932758,5.4483702585898355,18.617002103939633
S#CT0000000037,2,2.0,1,2.908193333,102.91249,4.0,1,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,29,0,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CT0000000038,2,2.0,1,2.9085506,102.9129898,4.0,1,0,1,0,1,0,0,0,0,18,0,36,0,23,0,0,0,0,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CT0000000040,2,2.0,1,2.903565,102.898175,4.0,1,1,0,1,0,0,0,0,1,42,26,0,24,0,0,0,0,32,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CT0000000043,2,2.0,1,2.8585503,102.980828,4.0,1,1,0,0,0,1,0,0,0,49,6,0,0,0,20,0,0,0,23.915150847985682,16.579581491274645,10.212092308312279,12.869001472128254,12.213940634919926,7.609686424264748,9.47500381830215,8.002540958098203,11.149565716887984
S#CT0000000044,3,5.666666666666667,1,5.883859842,118.0357179,1.0,1,0,0,0,0,1,0,0,0,17,0,0,0,0,21,0,0,0,19.49761263736264,4.948984890109888,6.61883547008547,9.715313186813187,13.706561202686197,5.265201923076924,1.8458547008547002,1.614099816849816,21.329838064713062
S#CT0000000045,2,2.0,1,3.198258116,113.0903049,3.0,0,0,1,1,0,0,1,0,0,0,0,17,19,0,0,37,0,0,24.41662752491746,18.277173853219466,11.947100497777772,15.44718602774577,9.997519711216434,6.700902304329934,9.76046096489713,6.795828110745307,13.202570032678723
